Genero,Edad,RangoEdad,EstadoCivil,Tienda,Categoria,Precio
Hombre,30,Joven,Soltero,Centro de Lima,Literatura Universal,608
Hombre,50,Adulto,Soltero,Jesus Maria,Literatura Universal,29
Mujer,47,Adulto,Soltero,San Juan de Miraflores,Comics,76
Mujer,26,Joven,Soltero,Jesus Maria,Nutricion,49.33
Mujer,53,Adulto,Soltero,Magdalena,Historia,72
Hombre,57,Adulto,Casado,Santiago de Surco,Humanidad,30.67
Mujer,57,Adulto,Casado,Miraflores,Programación,78
Hombre,25,Joven,Casado,Surquillo,Nutricion,94
Hombre,35,Adulto,Casado,Centro de Lima,Empresas,60
Hombre,44,Adulto,Soltero,Magdalena,Tecnologia,68
Mujer,25,Joven,Soltero,Santiago de Surco,Academico,61.33
Hombre,32,Adulto,Casado,San Borja,Nutricion,53.6
Hombre,57,Adulto,Soltero,Los Olivos,Empresas,18
Mujer,30,Joven,Casado,Los Olivos,Comics,314
Hombre,53,Adulto,Casado,Miraflores,Comics,29.6
Mujer,29,Joven,Casado,San Isidro,Infantil,200
Hombre,26,Joven,Soltero,Jesus Maria,Nutricion,140
Hombre,19,Joven,Soltero,San Juan de Miraflores,Literatura Universal,560
Hombre,57,Adulto,Soltero,San Borja,Novelas,500
Hombre,19,Joven,Casado,Jesus Maria,Nutricion,424
Mujer,41,Adulto,Casado,Los Olivos,Humanidad,37
Hombre,35,Adulto,Casado,Magdalena,Infantil,122
Hombre,33,Adulto,Soltero,Santiago de Surco,Historia,246
Mujer,19,Joven,Soltero,San Isidro,Empresas,82.67
Mujer,55,Adulto,Soltero,La Molina,Autoayuda,128
Mujer,41,Adulto,Casado,Santiago de Surco,Academico,480
Hombre,54,Adulto,Casado,San Isidro,Novelas,161.33
Hombre,58,Adulto,Soltero,La Molina,Nutricion,476
Hombre,42,Adulto,Soltero,Miraflores,Humanidad,260
Hombre,57,Adulto,Soltero,Chorrillos,Humanidad,61.33
Mujer,31,Adulto,Soltero,Jesus Maria,Novelas,234
Mujer,32,Adulto,Soltero,La Molina,Infantil,69.33
Hombre,22,Joven,Casado,Surquillo,Tecnologia,12
Mujer,40,Adulto,Casado,San Isidro,Humanidad,130
Hombre,53,Adulto,Casado,San Juan de Miraflores,Literatura  Peruana,27
Hombre,46,Adulto,Soltero,Jesus Maria,Novelas,302
Mujer,51,Adulto,Soltero,San Isidro,Comics,46
Mujer,47,Adulto,Soltero,San Juan de Miraflores,Historia,56
Mujer,44,Adulto,Soltero,La Molina,Academico,268
Mujer,47,Adulto,Casado,Jesus Maria,Historia,296
Mujer,45,Adulto,Casado,Chorrillos,Academico,540
Hombre,37,Adulto,Soltero,Chorrillos,Humanidad,87
Hombre,36,Adulto,Soltero,Los Olivos,Comics,150.67
Mujer,47,Adulto,Casado,Santiago de Surco,Literatura Universal,44
Mujer,51,Adulto,Casado,San Isidro,Empresas,72.8
Mujer,22,Joven,Casado,San Juan de Miraflores,Literatura  Peruana,144
Mujer,33,Adulto,Casado,Magdalena,Literatura  Peruana,24
Hombre,40,Adulto,Casado,Los Olivos,Programación,96.8
Mujer,39,Adulto,Soltero,Miraflores,Historia,184
Hombre,45,Adulto,Casado,Miraflores,Literatura  Peruana,52
Hombre,50,Adulto,Soltero,Los Olivos,Novelas,276
Hombre,58,Adulto,Soltero,Santiago de Surco,Empresas,151
Mujer,46,Adulto,Soltero,Miraflores,Comics,184
Hombre,24,Joven,Soltero,San Isidro,Literatura Universal,176
Mujer,38,Adulto,Casado,San Borja,Historia,96
Mujer,39,Adulto,Casado,San Isidro,Academico,31.2
Mujer,54,Adulto,Casado,Los Olivos,Comics,13.33
Mujer,58,Adulto,Casado,Miraflores,Nutricion,60
Mujer,53,Adulto,Casado,Jesus Maria,Humanidad,90
Mujer,53,Adulto,Casado,Jesus Maria,Autoayuda,62
Mujer,43,Adulto,Casado,San Isidro,Infantil,56
Mujer,44,Adulto,Soltero,San Borja,Autoayuda,67.2
Hombre,48,Adulto,Casado,Los Olivos,Historia,532
Hombre,37,Adulto,Soltero,Jesus Maria,Humanidad,232
Mujer,25,Joven,Casado,San Isidro,Literatura  Peruana,308
Mujer,57,Adulto,Casado,Magdalena,Programación,150.67
Mujer,59,Adulto,Soltero,Miraflores,Literatura  Peruana,324
Mujer,49,Adulto,Soltero,San Isidro,Comics,36
Hombre,51,Adulto,Soltero,Centro de Lima,Autoayuda,42.67
Hombre,28,Joven,Soltero,Jesus Maria,Autoayuda,186
Mujer,25,Joven,Soltero,Los Olivos,Literatura Universal,33.6
Mujer,29,Joven,Casado,Los Olivos,Historia,28
Hombre,40,Adulto,Soltero,Centro de Lima,Autoayuda,97
Hombre,21,Joven,Casado,Jesus Maria,Tecnologia,242
Hombre,55,Adulto,Casado,Jesus Maria,Tecnologia,102.67
Hombre,58,Adulto,Soltero,San Juan de Miraflores,Comics,290
Hombre,22,Joven,Casado,Surquillo,Novelas,17.6
Hombre,60,Adulto,Soltero,San Juan de Miraflores,Nutricion,178
Mujer,50,Adulto,Casado,Surquillo,Empresas,107
Mujer,59,Adulto,Soltero,San Juan de Miraflores,Academico,208
Mujer,20,Joven,Casado,Miraflores,Humanidad,38
Hombre,51,Adulto,Casado,Magdalena,Autoayuda,64
Mujer,18,Joven,Casado,Miraflores,Literatura Universal,174
Hombre,26,Joven,Casado,San Borja,Empresas,210.67
Hombre,48,Adulto,Soltero,Chorrillos,Infantil,52
Mujer,50,Adulto,Soltero,San Isidro,Autoayuda,84
Mujer,23,Joven,Soltero,Surquillo,Autoayuda,16
Hombre,35,Adulto,Casado,Surquillo,Infantil,20
Mujer,30,Joven,Soltero,San Borja,Empresas,180
Mujer,34,Adulto,Casado,Santiago de Surco,Tecnologia,149
Hombre,51,Adulto,Casado,Surquillo,Comics,22
Hombre,38,Adulto,Casado,Magdalena,Nutricion,153.33
Mujer,29,Joven,Soltero,Los Olivos,Infantil,208
Hombre,36,Adulto,Casado,San Juan de Miraflores,Literatura  Peruana,100
Hombre,56,Adulto,Soltero,Centro de Lima,Novelas,82.67
Hombre,21,Joven,Soltero,Miraflores,Programación,178
Mujer,31,Adulto,Soltero,Centro de Lima,Comics,197.33
Mujer,35,Adulto,Casado,Chorrillos,Literatura Universal,36
Mujer,47,Adulto,Soltero,Santiago de Surco,Infantil,95
Hombre,30,Joven,Soltero,Centro de Lima,Nutricion,416
Mujer,52,Adulto,Soltero,Surquillo,Autoayuda,118.67
Hombre,23,Joven,Soltero,Miraflores,Tecnologia,20
Mujer,22,Joven,Soltero,San Borja,Novelas,148
Hombre,49,Adulto,Soltero,Surquillo,Novelas,80.8
Mujer,46,Adulto,Soltero,Surquillo,Autoayuda,48
Mujer,56,Adulto,Soltero,Centro de Lima,Literatura  Peruana,160
Mujer,20,Joven,Soltero,Los Olivos,Academico,46.4
Hombre,44,Adulto,Casado,Santiago de Surco,Academico,152
Hombre,29,Joven,Soltero,Los Olivos,Literatura Universal,146
Hombre,21,Joven,Soltero,Surquillo,Nutricion,80
Hombre,37,Adulto,Casado,Santiago de Surco,Academico,108.8
Hombre,28,Joven,Casado,Miraflores,Infantil,16
Mujer,27,Joven,Soltero,Magdalena,Autoayuda,98
Mujer,59,Adulto,Soltero,Los Olivos,Empresas,50.4
Hombre,50,Adulto,Casado,Los Olivos,Empresas,40
Mujer,45,Adulto,Soltero,Chorrillos,Literatura Universal,376
Mujer,60,Adulto,Soltero,Miraflores,Programación,158.67
Mujer,28,Joven,Soltero,Magdalena,Academico,448
Mujer,57,Adulto,Soltero,La Molina,Academico,105.6
Hombre,36,Adulto,Soltero,La Molina,Historia,208
Hombre,19,Joven,Soltero,Centro de Lima,Infantil,126.67
Hombre,41,Adulto,Soltero,Centro de Lima,Comics,544
Mujer,23,Joven,Casado,Surquillo,Programación,164
Mujer,32,Adulto,Soltero,Santiago de Surco,Historia,154
Mujer,40,Adulto,Soltero,Centro de Lima,Empresas,169.33
Hombre,50,Adulto,Casado,San Borja,Empresas,348
Mujer,29,Joven,Soltero,Centro de Lima,Comics,274
Mujer,25,Joven,Casado,Surquillo,Humanidad,52
Hombre,23,Joven,Casado,Los Olivos,Literatura Universal,232
Mujer,21,Joven,Casado,Santiago de Surco,Tecnologia,138
Hombre,37,Adulto,Casado,Surquillo,Nutricion,139
Mujer,59,Adulto,Casado,Magdalena,Programación,206
Hombre,56,Adulto,Soltero,Chorrillos,Comics,88
Mujer,28,Joven,Casado,Santiago de Surco,Historia,54.4
Mujer,53,Adulto,Casado,San Borja,Nutricion,24
Mujer,28,Joven,Casado,San Borja,Literatura  Peruana,113
Hombre,51,Adulto,Soltero,Miraflores,Infantil,127
Mujer,18,Joven,Casado,Centro de Lima,Autoayuda,164
Mujer,35,Adulto,Soltero,Los Olivos,Comics,59
Hombre,29,Joven,Casado,Surquillo,Infantil,28.8
Mujer,49,Adulto,Soltero,Santiago de Surco,Novelas,18
Mujer,32,Adulto,Casado,San Juan de Miraflores,Infantil,99
Mujer,41,Adulto,Soltero,Jesus Maria,Nutricion,94.67
Mujer,34,Adulto,Casado,Santiago de Surco,Historia,496
Mujer,44,Adulto,Casado,Santiago de Surco,Academico,94
Mujer,34,Adulto,Casado,Santiago de Surco,Programación,131
Mujer,40,Adulto,Casado,La Molina,Academico,93
Hombre,42,Adulto,Casado,Surquillo,Infantil,204
Mujer,60,Adulto,Soltero,Santiago de Surco,Historia,136
Mujer,47,Adulto,Casado,Chorrillos,Literatura Universal,68
Mujer,38,Adulto,Casado,Jesus Maria,Historia,21.6
Hombre,43,Adulto,Soltero,Chorrillos,Infantil,226
Mujer,35,Adulto,Soltero,San Juan de Miraflores,Historia,109
Hombre,27,Joven,Casado,La Molina,Novelas,336
Hombre,41,Adulto,Soltero,La Molina,Autoayuda,184
Hombre,56,Adulto,Soltero,Surquillo,Tecnologia,274
Mujer,39,Adulto,Soltero,Centro de Lima,Academico,22
Hombre,23,Joven,Soltero,Surquillo,Nutricion,26
Hombre,29,Joven,Soltero,San Isidro,Literatura Universal,37.6
Mujer,55,Adulto,Soltero,Chorrillos,Academico,145.33
Mujer,28,Joven,Soltero,Magdalena,Academico,48.8
Mujer,42,Adulto,Soltero,San Isidro,Nutricion,176
Mujer,40,Adulto,Soltero,Los Olivos,Autoayuda,148
Mujer,50,Adulto,Soltero,La Molina,Novelas,24
Hombre,46,Adulto,Casado,Miraflores,Nutricion,69.33
Mujer,41,Adulto,Soltero,Santiago de Surco,Infantil,100
Mujer,23,Joven,Casado,Los Olivos,Novelas,312
Mujer,36,Adulto,Soltero,Magdalena,Humanidad,49
Mujer,24,Joven,Casado,Miraflores,Humanidad,20
Mujer,56,Adulto,Casado,La Molina,Nutricion,250
Hombre,20,Joven,Soltero,Magdalena,Infantil,89
Mujer,25,Joven,Casado,Santiago de Surco,Novelas,106.4
Mujer,51,Adulto,Soltero,San Juan de Miraflores,Comics,212
Mujer,31,Adulto,Casado,Los Olivos,Tecnologia,308
Hombre,57,Adulto,Soltero,Jesus Maria,Comics,72
Hombre,44,Adulto,Soltero,Miraflores,Infantil,36
Mujer,46,Adulto,Casado,Santiago de Surco,Nutricion,220
Mujer,59,Adulto,Soltero,San Borja,Historia,99
Mujer,54,Adulto,Casado,San Borja,Literatura  Peruana,33.33
Mujer,48,Adulto,Casado,San Borja,Humanidad,178.67
Hombre,23,Joven,Casado,San Juan de Miraflores,Programación,151
Hombre,34,Adulto,Casado,Chorrillos,Autoayuda,22.67
Hombre,29,Joven,Casado,San Isidro,Humanidad,21
Hombre,44,Adulto,Casado,Santiago de Surco,Literatura  Peruana,94.67
Mujer,32,Adulto,Soltero,Jesus Maria,Academico,258
Hombre,44,Adulto,Soltero,Chorrillos,Infantil,13.33
Hombre,25,Joven,Soltero,Jesus Maria,Comics,69.33
Hombre,34,Adulto,Casado,San Juan de Miraflores,Humanidad,138.67
Mujer,32,Adulto,Soltero,Magdalena,Historia,65.6
Mujer,24,Joven,Casado,San Borja,Humanidad,33.33
Mujer,37,Adulto,Soltero,Santiago de Surco,Infantil,412
Hombre,51,Adulto,Casado,San Borja,Infantil,68
Mujer,52,Adulto,Casado,Los Olivos,Academico,24.8
Mujer,42,Adulto,Casado,San Isidro,Academico,30
Hombre,43,Adulto,Soltero,Surquillo,Novelas,76
Hombre,47,Adulto,Soltero,Miraflores,Humanidad,140
Mujer,31,Adulto,Casado,Magdalena,Historia,304
Hombre,54,Adulto,Soltero,La Molina,Academico,76.8
Hombre,27,Joven,Casado,San Borja,Novelas,120
Hombre,19,Joven,Casado,Surquillo,Tecnologia,208
Hombre,41,Adulto,Casado,La Molina,Empresas,288
Mujer,40,Adulto,Casado,Surquillo,Infantil,88
Mujer,30,Joven,Soltero,La Molina,Novelas,26.4
Hombre,40,Adulto,Soltero,Chorrillos,Tecnologia,77
Mujer,53,Adulto,Casado,Chorrillos,Academico,176
Hombre,48,Adulto,Soltero,San Borja,Programación,39.2
Mujer,42,Adulto,Soltero,Chorrillos,Humanidad,36
Hombre,34,Adulto,Casado,Jesus Maria,Infantil,61
Mujer,22,Joven,Soltero,Los Olivos,Tecnologia,60
Mujer,18,Joven,Casado,Santiago de Surco,Tecnologia,380
Mujer,56,Adulto,Casado,San Isidro,Comics,292
Mujer,39,Adulto,Casado,San Borja,Autoayuda,123
Mujer,23,Joven,Casado,La Molina,Nutricion,65
Mujer,45,Adulto,Casado,Surquillo,Tecnologia,107.2
Hombre,30,Joven,Soltero,Los Olivos,Humanidad,61
Hombre,45,Adulto,Soltero,San Isidro,Tecnologia,316
Mujer,18,Joven,Soltero,La Molina,Academico,96.8
Mujer,59,Adulto,Soltero,Jesus Maria,Academico,96.8
Mujer,52,Adulto,Casado,Miraflores,Autoayuda,608
Hombre,39,Adulto,Casado,Jesus Maria,Literatura  Peruana,24
Hombre,57,Adulto,Soltero,Chorrillos,Autoayuda,128
Hombre,40,Adulto,Soltero,Miraflores,Tecnologia,209.33
Hombre,18,Joven,Soltero,San Borja,Literatura Universal,324
Hombre,38,Adulto,Soltero,Jesus Maria,Novelas,72
Mujer,53,Adulto,Soltero,Magdalena,Academico,200
Mujer,35,Adulto,Soltero,La Molina,Literatura  Peruana,157.33
Mujer,42,Adulto,Soltero,Magdalena,Literatura  Peruana,196
Hombre,26,Joven,Casado,San Borja,Academico,88
Mujer,25,Joven,Soltero,Miraflores,Empresas,94
Hombre,41,Adulto,Casado,Centro de Lima,Humanidad,106
Mujer,53,Adulto,Soltero,Surquillo,Autoayuda,154
Mujer,53,Adulto,Casado,Jesus Maria,Novelas,86
Hombre,19,Joven,Casado,Magdalena,Infantil,153.33
Mujer,33,Adulto,Casado,Centro de Lima,Tecnologia,99.2
Mujer,28,Joven,Soltero,La Molina,Nutricion,206
Mujer,56,Adulto,Casado,San Isidro,Tecnologia,152
Mujer,57,Adulto,Soltero,San Isidro,Humanidad,584
Mujer,38,Adulto,Soltero,Centro de Lima,Humanidad,174
Mujer,42,Adulto,Casado,San Borja,Novelas,97
Mujer,29,Joven,Casado,Surquillo,Literatura Universal,568
Mujer,41,Adulto,Soltero,San Borja,Literatura  Peruana,124
Hombre,38,Adulto,Soltero,La Molina,Tecnologia,172
Hombre,45,Adulto,Soltero,San Isidro,Academico,20
Hombre,35,Adulto,Soltero,Chorrillos,Comics,230
Hombre,57,Adulto,Soltero,Surquillo,Comics,157
Hombre,20,Joven,Soltero,La Molina,Autoayuda,186.67
Mujer,27,Joven,Casado,Chorrillos,Nutricion,13.33
Hombre,25,Joven,Soltero,Los Olivos,Literatura  Peruana,162.67
Hombre,20,Joven,Soltero,Centro de Lima,Comics,126.4
Hombre,50,Adulto,Soltero,Chorrillos,Autoayuda,28
Mujer,52,Adulto,Casado,Magdalena,Humanidad,102.4
Hombre,36,Adulto,Casado,Los Olivos,Comics,628
Hombre,37,Adulto,Soltero,San Borja,Nutricion,41.33
Hombre,44,Adulto,Soltero,Los Olivos,Infantil,24
Mujer,42,Adulto,Casado,Los Olivos,Historia,172
Mujer,44,Adulto,Casado,Surquillo,Autoayuda,166.67
Mujer,40,Adulto,Casado,La Molina,Empresas,156
Hombre,51,Adulto,Soltero,Centro de Lima,Literatura  Peruana,420
Hombre,53,Adulto,Casado,Surquillo,Comics,316
Mujer,49,Adulto,Soltero,San Isidro,Literatura Universal,304
Mujer,36,Adulto,Soltero,Los Olivos,Academico,185.33
Mujer,54,Adulto,Soltero,La Molina,Academico,384
Hombre,26,Joven,Soltero,Miraflores,Infantil,316
Hombre,36,Adulto,Casado,San Juan de Miraflores,Programación,124
Hombre,56,Adulto,Soltero,La Molina,Novelas,308
Mujer,47,Adulto,Soltero,Miraflores,Autoayuda,100
Mujer,20,Joven,Soltero,San Juan de Miraflores,Empresas,52
Hombre,52,Adulto,Casado,Los Olivos,Historia,71.2
Mujer,25,Joven,Soltero,San Juan de Miraflores,Comics,210.67
Mujer,37,Adulto,Soltero,Magdalena,Humanidad,176
Mujer,56,Adulto,Soltero,Los Olivos,Empresas,40
Hombre,50,Adulto,Casado,La Molina,Nutricion,82
Mujer,38,Adulto,Casado,San Juan de Miraflores,Programación,57.6
Hombre,40,Adulto,Soltero,Santiago de Surco,Empresas,82
Mujer,32,Adulto,Casado,San Isidro,Empresas,156
Hombre,41,Adulto,Soltero,La Molina,Autoayuda,144
Hombre,51,Adulto,Casado,Jesus Maria,Novelas,80
Mujer,41,Adulto,Soltero,Jesus Maria,Academico,80
Hombre,53,Adulto,Casado,Chorrillos,Tecnologia,68
Hombre,20,Joven,Casado,Centro de Lima,Autoayuda,248
Hombre,29,Joven,Soltero,Jesus Maria,Novelas,27.2
Mujer,28,Joven,Casado,Santiago de Surco,Infantil,116
Mujer,41,Adulto,Casado,San Isidro,Nutricion,26
Mujer,49,Adulto,Casado,Centro de Lima,Nutricion,50
Mujer,54,Adulto,Casado,Magdalena,Historia,132
Hombre,44,Adulto,Soltero,Chorrillos,Autoayuda,21.33
Hombre,20,Joven,Soltero,La Molina,Academico,47
Hombre,38,Adulto,Casado,Los Olivos,Tecnologia,22
Mujer,28,Joven,Soltero,San Juan de Miraflores,Humanidad,107
Hombre,51,Adulto,Soltero,Centro de Lima,Empresas,196
Mujer,40,Adulto,Casado,Magdalena,Humanidad,14
Mujer,32,Adulto,Casado,San Isidro,Novelas,13
Mujer,29,Joven,Casado,La Molina,Comics,352
Hombre,26,Joven,Casado,Santiago de Surco,Autoayuda,184
Mujer,57,Adulto,Soltero,Miraflores,Novelas,14.67
Mujer,60,Adulto,Soltero,Surquillo,Academico,154.67
Hombre,46,Adulto,Soltero,San Juan de Miraflores,Tecnologia,34.4
Mujer,31,Adulto,Soltero,Miraflores,Programación,292
Mujer,36,Adulto,Soltero,Chorrillos,Tecnologia,112
Hombre,18,Joven,Casado,Chorrillos,Autoayuda,592
Mujer,27,Joven,Soltero,Miraflores,Humanidad,212
Mujer,60,Adulto,Soltero,Magdalena,Programación,160
Hombre,50,Adulto,Soltero,Centro de Lima,Nutricion,202
Hombre,34,Adulto,Soltero,Surquillo,Empresas,129.33
Mujer,41,Adulto,Casado,San Juan de Miraflores,Nutricion,140
Mujer,37,Adulto,Casado,Magdalena,Nutricion,204
Hombre,33,Adulto,Casado,Centro de Lima,Programación,122
Mujer,51,Adulto,Soltero,San Isidro,Historia,49
Hombre,28,Joven,Casado,San Borja,Academico,44
Mujer,36,Adulto,Soltero,Chorrillos,Literatura Universal,40
Mujer,47,Adulto,Soltero,Miraflores,Tecnologia,112
Mujer,32,Adulto,Soltero,Santiago de Surco,Historia,186.67
Hombre,29,Joven,Casado,Centro de Lima,Literatura Universal,592
Hombre,32,Adulto,Soltero,Santiago de Surco,Empresas,105
Mujer,49,Adulto,Soltero,San Juan de Miraflores,Infantil,196
Mujer,25,Joven,Soltero,San Juan de Miraflores,Academico,260
Hombre,30,Joven,Soltero,Los Olivos,Nutricion,88
Hombre,29,Joven,Soltero,Jesus Maria,Autoayuda,77.33
Mujer,51,Adulto,Casado,Jesus Maria,Historia,138
Hombre,23,Joven,Casado,San Juan de Miraflores,Literatura  Peruana,88
Hombre,19,Joven,Casado,Miraflores,Historia,38
Mujer,30,Joven,Casado,Miraflores,Empresas,120
Mujer,57,Adulto,Soltero,Chorrillos,Nutricion,52
Mujer,30,Joven,Soltero,Miraflores,Literatura Universal,16
Hombre,20,Joven,Soltero,Magdalena,Academico,113
Mujer,53,Adulto,Casado,Centro de Lima,Nutricion,432
Hombre,47,Adulto,Soltero,La Molina,Tecnologia,60
Hombre,47,Adulto,Casado,San Borja,Humanidad,184
Hombre,19,Joven,Soltero,Magdalena,Historia,76
Mujer,27,Joven,Casado,Los Olivos,Historia,204
Mujer,44,Adulto,Soltero,Magdalena,Empresas,138
Hombre,59,Adulto,Casado,Centro de Lima,Comics,156
Mujer,29,Joven,Casado,San Isidro,Autoayuda,288
Hombre,58,Adulto,Casado,San Isidro,Tecnologia,148
Mujer,45,Adulto,Casado,Miraflores,Infantil,13.6
Mujer,19,Joven,Casado,Santiago de Surco,Programación,636
Hombre,33,Adulto,Soltero,Magdalena,Autoayuda,244
Mujer,43,Adulto,Soltero,Centro de Lima,Tecnologia,252
Hombre,53,Adulto,Casado,San Borja,Comics,44
Hombre,21,Joven,Soltero,Miraflores,Literatura Universal,74
Hombre,39,Adulto,Casado,Magdalena,Programación,102.67
Hombre,33,Adulto,Casado,Jesus Maria,Academico,204
Mujer,21,Joven,Casado,San Isidro,Literatura Universal,189.33
Hombre,37,Adulto,Casado,La Molina,Autoayuda,496
Mujer,23,Joven,Casado,Miraflores,Novelas,114.67
Hombre,53,Adulto,Casado,Surquillo,Infantil,164
Hombre,32,Adulto,Casado,Santiago de Surco,Academico,264
Mujer,37,Adulto,Casado,Jesus Maria,Comics,50
Mujer,20,Joven,Casado,San Juan de Miraflores,Historia,25
Mujer,23,Joven,Soltero,San Isidro,Humanidad,42
Mujer,29,Joven,Soltero,Miraflores,Novelas,340
Hombre,31,Adulto,Soltero,San Borja,Academico,77.33
Mujer,50,Adulto,Soltero,San Borja,Infantil,132
Mujer,30,Joven,Casado,San Isidro,Empresas,29.33
Mujer,30,Joven,Casado,San Isidro,Programación,17.33
Hombre,46,Adulto,Casado,Santiago de Surco,Infantil,110
Mujer,22,Joven,Casado,La Molina,Academico,158
Mujer,28,Joven,Casado,San Borja,Programación,300
Mujer,39,Adulto,Soltero,Magdalena,Historia,75
Mujer,37,Adulto,Soltero,Chorrillos,Historia,84
Mujer,31,Adulto,Casado,Santiago de Surco,Empresas,10.4
Mujer,36,Adulto,Casado,Jesus Maria,Programación,101.6
Mujer,18,Joven,Soltero,Surquillo,Academico,38.4
Hombre,38,Adulto,Casado,San Isidro,Comics,162
Hombre,38,Adulto,Soltero,La Molina,Comics,67
Hombre,39,Adulto,Soltero,Jesus Maria,Academico,85.6
Mujer,34,Adulto,Soltero,Chorrillos,Autoayuda,124
Hombre,57,Adulto,Soltero,Jesus Maria,Comics,332
Hombre,27,Joven,Casado,San Isidro,Literatura  Peruana,324
Hombre,19,Joven,Casado,Chorrillos,Comics,57.6
Hombre,54,Adulto,Casado,La Molina,Historia,40
Hombre,52,Adulto,Casado,Chorrillos,Humanidad,480
Mujer,37,Adulto,Casado,Miraflores,Autoayuda,228
Hombre,56,Adulto,Casado,Los Olivos,Literatura Universal,60
Hombre,44,Adulto,Casado,Chorrillos,Autoayuda,396
Hombre,29,Joven,Soltero,San Isidro,Historia,416
Mujer,23,Joven,Casado,Miraflores,Novelas,90
Mujer,27,Joven,Soltero,Centro de Lima,Nutricion,67
Hombre,51,Adulto,Soltero,San Isidro,Nutricion,113.6
Hombre,45,Adulto,Soltero,Jesus Maria,Tecnologia,52.8
Mujer,58,Adulto,Soltero,Chorrillos,Literatura  Peruana,8.8
Mujer,29,Joven,Soltero,Los Olivos,Literatura  Peruana,60
Mujer,41,Adulto,Casado,San Juan de Miraflores,Literatura Universal,332
Hombre,29,Joven,Casado,Chorrillos,Autoayuda,560
Mujer,25,Joven,Casado,La Molina,Tecnologia,226
Hombre,50,Adulto,Soltero,Magdalena,Infantil,576
Mujer,53,Adulto,Soltero,San Borja,Comics,564
Mujer,51,Adulto,Soltero,Magdalena,Comics,110.4
Hombre,37,Adulto,Soltero,Surquillo,Programación,43.2
Hombre,24,Joven,Casado,La Molina,Academico,12
Hombre,53,Adulto,Soltero,Jesus Maria,Infantil,80
Mujer,19,Joven,Soltero,San Juan de Miraflores,Novelas,124
Hombre,51,Adulto,Casado,Chorrillos,Literatura Universal,30.67
Mujer,53,Adulto,Soltero,Surquillo,Academico,72
Mujer,27,Joven,Casado,San Isidro,Novelas,145
Hombre,57,Adulto,Soltero,Santiago de Surco,Comics,84
Mujer,22,Joven,Casado,Chorrillos,Empresas,168
Mujer,25,Joven,Casado,Santiago de Surco,Empresas,9
Hombre,29,Joven,Soltero,San Juan de Miraflores,Literatura Universal,93
Hombre,34,Adulto,Soltero,Magdalena,Infantil,24.8
Hombre,42,Adulto,Casado,Jesus Maria,Literatura Universal,95.2
Mujer,40,Adulto,Casado,Miraflores,Humanidad,88.8
Hombre,52,Adulto,Casado,Jesus Maria,Novelas,78
Hombre,31,Adulto,Soltero,Santiago de Surco,Literatura  Peruana,232
Hombre,30,Joven,Soltero,Los Olivos,Autoayuda,168
Hombre,46,Adulto,Soltero,Chorrillos,Comics,176
Hombre,27,Joven,Soltero,Chorrillos,Nutricion,170.67
Mujer,30,Joven,Casado,Magdalena,Autoayuda,70
Hombre,60,Adulto,Casado,Surquillo,Nutricion,81
Mujer,42,Adulto,Soltero,San Borja,Novelas,272
Hombre,53,Adulto,Soltero,Surquillo,Humanidad,38.67
Hombre,41,Adulto,Soltero,La Molina,Literatura  Peruana,596
Mujer,28,Joven,Casado,Los Olivos,Nutricion,19.2
Hombre,45,Adulto,Soltero,San Borja,Tecnologia,282
Mujer,18,Joven,Casado,Los Olivos,Literatura  Peruana,312
Hombre,49,Adulto,Soltero,Jesus Maria,Empresas,24
Hombre,33,Adulto,Casado,San Juan de Miraflores,Programación,17
Hombre,59,Adulto,Casado,Chorrillos,Infantil,70.4
Hombre,45,Adulto,Casado,Magdalena,Comics,238
Hombre,21,Joven,Soltero,Centro de Lima,Infantil,86
Mujer,34,Adulto,Soltero,Magdalena,Literatura  Peruana,146
Mujer,55,Adulto,Casado,Surquillo,Comics,148
Hombre,58,Adulto,Casado,Miraflores,Comics,26
Mujer,30,Joven,Soltero,San Borja,Empresas,204
Hombre,47,Adulto,Casado,Magdalena,Literatura Universal,278
Hombre,46,Adulto,Casado,Centro de Lima,Empresas,158
Mujer,58,Adulto,Soltero,Centro de Lima,Tecnologia,158
Hombre,42,Adulto,Soltero,San Juan de Miraflores,Novelas,123.2
Mujer,48,Adulto,Casado,Los Olivos,Programación,166.67
